Country,Confirmed_Cases,Deaths,Recovered,Month
Tunisia,707.0,31.0,43.0,04/12/2020
Benin,35.0,1.0,18.0,04/14/2020
Finland,3161.0,64.0,300.0,04/14/2020
Senegal,314.0,2.0,190.0,04/15/2020
Botswana,15.0,1.0,0.0,04/16/2020
Ireland,13271.0,486.0,77.0,04/16/2020
Sweden,12540.0,1333.0,550.0,04/16/2020
Congo (Kinshasa),327.0,25.0,26.0,04/19/2020
Grenada,14.0,0.0,6.0,04/19/2020
Sao Tome and Principe,4.0,0.0,0.0,04/19/2020
UK,125856.0,16550.0,446.0,04/20/2020
Costa Rica,669.0,6.0,150.0,04/21/2020
Malta,448.0,4.0,249.0,04/25/2020
Somalia,390.0,18.0,8.0,04/25/2020
Equatorial Guinea,258.0,1.0,8.0,04/26/2020
Greece,2534.0,136.0,577.0,04/27/2020
MS Zaandam,9.0,2.0,0.0,04/29/2020
MS Zaandam,9.0,2.0,0.0,05/01/2020
Mali,563.0,27.0,213.0,05/03/2020
Cambodia,122.0,0.0,120.0,05/04/2020
Mauritius,332.0,10.0,316.0,05/04/2020
Honduras,1461.0,99.0,132.0,05/06/2020
Malta,486.0,5.0,413.0,05/07/2020
Sri Lanka,835.0,9.0,240.0,05/08/2020
Greece,2710.0,151.0,1374.0,05/09/2020
Latvia,939.0,18.0,464.0,05/10/2020
Russia,242271.0,2212.0,48003.0,05/13/2020
Azerbaijan,2980.0,36.0,1886.0,05/15/2020
Bulgaria,2138.0,102.0,545.0,05/15/2020
Congo (Brazzaville),391.0,15.0,87.0,05/15/2020
Djibouti,1309.0,4.0,935.0,05/15/2020
Antigua and Barbuda,25.0,3.0,19.0,05/16/2020
Czech Republic,8455.0,296.0,5422.0,05/16/2020
Comoros,11.0,1.0,3.0,05/17/2020
Nicaragua,25.0,8.0,7.0,05/17/2020
Ukraine,18291.0,514.0,5116.0,05/17/2020
Comoros,11.0,1.0,3.0,05/19/2020
Belarus,32426.0,179.0,11415.0,05/20/2020
Guinea,2863.0,18.0,1525.0,05/20/2020
Israel,16607.0,281.0,13613.0,05/20/2020
Qatar,37097.0,16.0,6600.0,05/20/2020
Guinea-Bissau,1109.0,6.0,42.0,05/21/2020
Haiti,663.0,22.0,22.0,05/22/2020
Ireland,24506.0,1592.0,21060.0,05/22/2020
Trinidad and Tobago,115.0,8.0,37.0,04/22/2020
Vanuatu,1.0,0.0,1.0,01/23/2021
Norway,61082.0,544.0,17998.0,01/24/2021
Antigua and Barbuda,201.0,6.0,170.0,01/25/2021
Portugal,643113.0,10721.0,461757.0,01/25/2021
Mauritius,569.0,10.0,528.0,01/27/2021
Mexico,1806849.0,153639.0,1362525.0,01/27/2021
Belgium,707837.0,21066.0,0.0,01/30/2021
UK,3828187.0,106367.0,9656.0,01/31/2021
Ecuador,253339.0,14968.0,209814.0,02/04/2021
Chile,740237.0,18731.0,698248.0,02/04/2021
Australia,28842.0,909.0,22822.0,02/04/2021
Syria,14338.0,943.0,7974.0,02/05/2021
Finland,47262.0,688.0,31000.0,02/06/2021
Lebanon,317836.0,3562.0,201137.0,02/06/2021
Saint Lucia,2027.0,19.0,883.0,02/08/2021
Timor-Leste,80.0,0.0,61.0,02/08/2021
France,3419210.0,80295.0,241924.0,02/09/2021
Samoa,2.0,0.0,2.0,02/10/2021
Serbia,413943.0,4168.0,0.0,02/10/2021
South Sudan,5134.0,72.0,3729.0,02/12/2021
Guyana,8207.0,186.0,7379.0,02/13/2021
Croatia,237657.0,5318.0,230041.0,02/14/2021
Singapore,59810.0,29.0,59661.0,02/16/2021
Togo,5953.0,81.0,5094.0,02/16/2021
Luxembourg,53329.0,616.0,49994.0,02/17/2021
Japan,419896.0,7218.0,391052.0,02/17/2021
Peru,1244729.0,44056.0,1155956.0,02/17/2021
Qatar,159053.0,256.0,149031.0,02/18/2021
Finland,53742.0,726.0,40000.0,02/21/2021
Solomon Islands,18.0,0.0,14.0,02/21/2021
Yemen,2165.0,619.0,1432.0,02/21/2021
Kuwait,189046.0,1072.0,177133.0,02/26/2021
Cabo Verde,15324.0,147.0,14784.0,02/27/2021
Burundi,2217.0,3.0,773.0,03/01/2021
Maldives,20144.0,62.0,17470.0,03/02/2021
Gambia,4735.0,151.0,4111.0,03/03/2021
Ireland,221189.0,4357.0,23364.0,03/03/2021
San Marino,3867.0,75.0,3361.0,03/04/2021
Jordan,427717.0,4935.0,367315.0,03/07/2021
Thailand,26441.0,85.0,25777.0,03/07/2021
Vietnam,2526.0,35.0,2004.0,03/09/2021
Belgium,791171.0,22327.0,0.0,03/09/2021
Djibouti,6234.0,63.0,5956.0,03/11/2021
Holy See,27.0,0.0,15.0,03/13/2021
Timor-Leste,196.0,0.0,99.0,03/14/2021
Vanuatu,3.0,0.0,1.0,03/21/2021
Hong Kong,11379.0,203.0,10875.0,03/21/2021
Holy See,27.0,0.0,15.0,03/27/2021
Sierra Leone,3970.0,79.0,2801.0,03/29/2021
Syria,18775.0,1254.0,12610.0,03/30/2021
Tajikistan,13308.0,90.0,13218.0,03/31/2021
Poland,2387511.0,54165.0,1911249.0,04/02/2021
Eritrea,3334.0,10.0,3058.0,04/04/2021
Bhutan,891.0,1.0,870.0,04/05/2021
United Arab Emirates,472148.0,1512.0,456747.0,04/05/2021
West Bank and Gaza,256461.0,2735.0,224552.0,04/06/2021
Saudi Arabia,395854.0,6728.0,381658.0,04/08/2021
Azerbaijan,281387.0,3846.0,247459.0,04/09/2021
Qatar,189064.0,331.0,169086.0,04/10/2021
Afghanistan,57242.0,2529.0,52005.0,04/12/2021
Ecuador,347070.0,17298.0,290314.0,04/12/2021
Argentina,2579000.0,58174.0,2262875.0,04/13/2021
Philippines,892880.0,15447.0,704386.0,04/14/2021
Rwanda,23672.0,317.0,21594.0,04/14/2021
Greece,308006.0,9239.0,93764.0,04/15/2021
Mauritania,18129.0,453.0,17484.0,04/18/2021
Portugal,831001.0,16945.0,788669.0,04/18/2021
Mainland China,90520.0,4636.0,85573.0,04/19/2021
Greece,320629.0,9627.0,93764.0,04/20/2021
Lebanon,513006.0,6995.0,432548.0,04/20/2021
Kazakhstan,349987.0,3301.0,305884.0,04/21/2021
Mauritania,18192.0,454.0,17553.0,04/22/2021
Uruguay,175891.0,2160.0,145464.0,04/22/2021
Papua New Guinea,10338.0,99.0,7364.0,04/23/2021
Mexico,2326738.0,214853.0,1848177.0,04/24/2021
Uzbekistan,89027.0,643.0,85764.0,04/25/2021
Congo (Brazzaville),10678.0,144.0,8208.0,04/26/2021
Austria,612170.0,10126.0,577977.0,04/27/2021
Finland,86405.0,911.0,46000.0,04/28/2021
Iran,2459906.0,70966.0,1923081.0,04/28/2021
Uruguay,198428.0,2616.0,167823.0,04/30/2021
Japan,2.0,0.0,0.0,01/24/2020
Vietnam,2.0,0.0,0.0,01/27/2020
South Korea,4.0,0.0,0.0,01/28/2020
Singapore,16.0,0.0,0.0,02/01/2020
Canada,4.0,0.0,0.0,02/03/2020
Others,175.0,0.0,0.0,02/13/2020
Italy,3.0,0.0,0.0,02/16/2020
UK,9.0,0.0,8.0,02/20/2020
US,35.0,0.0,5.0,02/21/2020
Nepal,1.0,0.0,1.0,02/27/2020
Singapore,130.0,0.0,78.0,03/06/2020
Singapore,138.0,0.0,78.0,03/07/2020
Lithuania,1.0,0.0,0.0,03/07/2020
Germany,1176.0,2.0,18.0,03/09/2020
Ukraine,1.0,0.0,0.0,03/10/2020
Cayman Islands,1.0,0.0,0.0,03/13/2020
Venezuela,33.0,0.0,0.0,03/17/2020
Czech Republic,694.0,0.0,3.0,03/19/2020
Estonia,267.0,0.0,1.0,03/19/2020
Ecuador,367.0,5.0,0.0,03/20/2020
Russia,253.0,1.0,9.0,03/20/2020
Denmark,1514.0,13.0,4.0,03/22/2020
Kyrgyzstan,16.0,0.0,0.0,03/23/2020
Equatorial Guinea,12.0,0.0,0.0,03/27/2020
Seychelles,7.0,0.0,0.0,03/27/2020
Bhutan,4.0,0.0,0.0,03/29/2020
Algeria,716.0,44.0,46.0,03/31/2020
Luxembourg,2178.0,23.0,80.0,03/31/2020
Qatar,781.0,2.0,62.0,03/31/2020
Malaysia,2908.0,45.0,645.0,04/01/2020
Moldova,423.0,5.0,23.0,04/01/2020
Colombia,1161.0,19.0,55.0,04/02/2020
Ireland,4273.0,120.0,5.0,04/03/2020
Haiti,18.0,0.0,1.0,04/04/2020
Fiji,12.0,0.0,0.0,04/05/2020
Guyana,33.0,5.0,8.0,04/07/2020
Hong Kong,935.0,4.0,216.0,04/07/2020
Liechtenstein,78.0,1.0,55.0,04/08/2020
North Macedonia,617.0,29.0,35.0,04/08/2020
Jordan,372.0,7.0,170.0,04/10/2020
Kuwait,993.0,1.0,123.0,04/10/2020
Portugal,15472.0,435.0,233.0,04/10/2020
Russia,13584.0,106.0,1045.0,04/11/2020
Costa Rica,595.0,3.0,56.0,04/12/2020
Venezuela,181.0,9.0,93.0,04/12/2020
Fiji,16.0,0.0,0.0,04/13/2020
Andorra,659.0,31.0,128.0,04/14/2020
Armenia,1067.0,16.0,265.0,04/14/2020
Oman,813.0,4.0,130.0,04/14/2020
San Marino,372.0,36.0,53.0,04/15/2020
Netherlands,29383.0,3327.0,311.0,04/16/2020
Saint Lucia,15.0,0.0,11.0,04/16/2020
Lithuania,1050.0,21.0,41.0,04/17/2020
Ivory Coast,847.0,9.0,260.0,04/19/2020
Australia,6547.0,67.0,4124.0,04/20/2020
Cyprus,784.0,12.0,98.0,04/21/2020
Spain,204178.0,21282.0,82514.0,04/21/2020
Belarus,7281.0,58.0,769.0,04/22/2020
Fiji,18.0,0.0,8.0,04/22/2020
Panama,4821.0,141.0,231.0,04/22/2020
Czech Republic,7273.0,214.0,2371.0,04/24/2020
Sierra Leone,104.0,4.0,12.0,04/28/2020
Cambodia,122.0,0.0,119.0,04/29/2020
Kenya,396.0,17.0,144.0,04/30/2020
Lebanon,725.0,24.0,150.0,04/30/2020
Rwanda,255.0,0.0,120.0,05/02/2020
Trinidad and Tobago,116.0,8.0,88.0,05/02/2020
Tanzania,480.0,16.0,167.0,05/04/2020
Tunisia,1018.0,43.0,406.0,05/04/2020
Chile,23048.0,281.0,11189.0,05/06/2020
Kosovo,856.0,26.0,490.0,05/06/2020
Kosovo,861.0,27.0,562.0,05/08/2020
Belize,18.0,2.0,16.0,05/12/2020
Czech Republic,8221.0,283.0,4889.0,05/12/2020
Saint Kitts and Nevis,15.0,0.0,14.0,05/12/2020
UK,227741.0,32769.0,1023.0,05/12/2020
Ukraine,16023.0,425.0,3373.0,05/12/2020
Papua New Guinea,8.0,0.0,8.0,05/13/2020
United Arab Emirates,20386.0,206.0,6523.0,05/13/2020
Equatorial Guinea,594.0,7.0,22.0,05/15/2020
Malawi,63.0,3.0,24.0,05/15/2020
Eritrea,39.0,0.0,39.0,05/16/2020
Romania,17036.0,1120.0,9930.0,05/18/2020
Belize,18.0,2.0,16.0,05/19/2020
Ecuador,34854.0,2888.0,3557.0,05/20/2020
Grenada,22.0,0.0,17.0,05/20/2020
Croatia,2237.0,97.0,1978.0,05/21/2020
Romania,17585.0,1156.0,10581.0,05/21/2020
Burkina Faso,736.0,48.0,562.0,05/07/2020
Mexico,1752347.0,149084.0,1306138.0,01/23/2021
Congo (Kinshasa),21954.0,661.0,14915.0,01/25/2021
North Macedonia,90717.0,2791.0,78727.0,01/25/2021
Zimbabwe,32004.0,1103.0,23413.0,01/26/2021
Moldova,157626.0,3396.0,147864.0,01/27/2021
Andorra,9779.0,100.0,8942.0,01/28/2021
Maldives,15841.0,52.0,14139.0,01/31/2021
Belarus,249994.0,1737.0,237178.0,02/02/2021
Mauritania,16689.0,423.0,15799.0,02/02/2021
Israel,668874.0,4948.0,589081.0,02/03/2021
Maldives,16276.0,53.0,14337.0,02/03/2021
Finland,46894.0,688.0,31000.0,02/05/2021
Montenegro,64168.0,831.0,55753.0,02/05/2021
Slovakia,263326.0,5199.0,241686.0,02/07/2021
Antigua and Barbuda,316.0,8.0,189.0,02/09/2021
Sierra Leone,3803.0,79.0,2508.0,02/10/2021
Fiji,56.0,2.0,54.0,02/11/2021
Mongolia,2247.0,2.0,1640.0,02/11/2021
Sierra Leone,3813.0,79.0,2519.0,02/11/2021
Comoros,3290.0,125.0,2730.0,02/12/2021
Haiti,12016.0,246.0,9354.0,02/13/2021
Chile,772396.0,19443.0,730204.0,02/13/2021
Fiji,56.0,2.0,54.0,02/15/2021
Spain,3096343.0,65979.0,150376.0,02/16/2021
Cambodia,483.0,0.0,470.0,02/17/2021
Hong Kong,10884.0,197.0,10404.0,02/22/2021
Comoros,3522.0,144.0,3175.0,02/23/2021
Saudi Arabia,375668.0,6470.0,366735.0,02/23/2021
Argentina,2093645.0,51795.0,1886732.0,02/25/2021
Cameroon,35714.0,551.0,32594.0,02/26/2021
Honduras,168911.0,4117.0,65873.0,02/26/2021
Oman,140588.0,1562.0,131684.0,02/26/2021
Brunei,186.0,3.0,181.0,02/27/2021
Fiji,59.0,2.0,54.0,02/27/2021
Norway,70826.0,622.0,17998.0,02/27/2021
Bangladesh,546216.0,8408.0,496924.0,02/28/2021
Tajikistan,13308.0,90.0,13218.0,02/28/2021
Peru,1338297.0,46894.0,1236668.0,03/02/2021
Ethiopia,165029.0,2420.0,137785.0,03/06/2021
Taiwan,967.0,10.0,932.0,03/06/2021
Comoros,3596.0,146.0,3410.0,03/07/2021
Syria,16117.0,1074.0,10541.0,03/09/2021
Benin,6501.0,81.0,5552.0,03/13/2021
Kazakhstan,275502.0,3196.0,252606.0,03/15/2021
Australia,29137.0,909.0,22958.0,03/15/2021
Czech Republic,1426991.0,23902.0,1215077.0,03/17/2021
Malta,27515.0,363.0,24118.0,03/18/2021
Andorra,11431.0,113.0,10925.0,03/19/2021
Costa Rica,211903.0,2896.0,190236.0,03/20/2021
Gabon,17711.0,106.0,15495.0,03/20/2021
Moldova,214203.0,4531.0,186774.0,03/20/2021
Guinea,18877.0,111.0,16009.0,03/21/2021
Finland,72073.0,808.0,46000.0,03/22/2021
Saint Kitts and Nevis,44.0,0.0,42.0,03/24/2021
Afghanistan,56226.0,2467.0,49937.0,03/25/2021
Iceland,6158.0,29.0,6040.0,03/25/2021
Uzbekistan,82146.0,625.0,80360.0,03/27/2021
Bhutan,872.0,1.0,867.0,03/28/2021
Liberia,2042.0,85.0,1899.0,03/28/2021
Japan,474641.0,9155.0,444868.0,03/31/2021
Russia,4503291.0,97594.0,4128769.0,04/01/2021
Ukraine,1742710.0,34885.0,1370733.0,04/01/2021
Bolivia,273947.0,12305.0,223760.0,04/02/2021
Iraq,873568.0,14463.0,778535.0,04/04/2021
El Salvador,65491.0,2030.0,62340.0,04/05/2021
Guyana,10606.0,246.0,9289.0,04/05/2021
Serbia,625773.0,5537.0,0.0,04/06/2021
Mexico,2256509.0,204985.0,1795213.0,04/06/2021
Jamaica,42119.0,669.0,18785.0,04/10/2021
Morocco,501688.0,8891.0,488015.0,04/10/2021
Tunisia,271861.0,9293.0,224907.0,04/11/2021
Rwanda,23535.0,316.0,21272.0,04/12/2021
Australia,29469.0,910.0,23108.0,04/14/2021
Croatia,307790.0,6562.0,285560.0,04/18/2021
Israel,837218.0,6341.0,828686.0,04/19/2021
Mauritania,18142.0,454.0,17499.0,04/19/2021
Norway,108028.0,709.0,17998.0,04/19/2021
Yemen,5858.0,1132.0,2261.0,04/19/2021
Azerbaijan,303858.0,4203.0,267485.0,04/20/2021
MS Zaandam,9.0,2.0,7.0,04/20/2021
Japan,542467.0,9682.0,485920.0,04/20/2021
Romania,1037009.0,26793.0,954868.0,04/21/2021
Bahrain,168201.0,614.0,156981.0,04/22/2021
South Africa,1571348.0,53995.0,1496756.0,04/22/2021
Bosnia and Herzegovina,194733.0,8203.0,153408.0,04/23/2021
Comoros,3826.0,146.0,3645.0,04/23/2021
Guinea-Bissau,3722.0,66.0,3222.0,04/23/2021
Mexico,2323430.0,214504.0,1845008.0,04/23/2021
Egypt,221570.0,12998.0,166457.0,04/24/2021
San Marino,5047.0,89.0,4839.0,04/24/2021
Argentina,2860884.0,61644.0,2518167.0,04/25/2021
Guatemala,221698.0,7410.0,196657.0,04/25/2021
Panama,362967.0,6209.0,352833.0,04/25/2021
Sri Lanka,101379.0,642.0,94311.0,04/25/2021
Mainland China,90599.0,4636.0,85652.0,04/25/2021
Malawi,34031.0,1147.0,31953.0,04/27/2021
Malaysia,401593.0,1477.0,373397.0,04/28/2021
Bahrain,175752.0,639.0,164904.0,04/29/2021
Lesotho,10731.0,316.0,6267.0,04/29/2021
Solomon Islands,20.0,0.0,20.0,05/01/2021
Hong Kong,17.0,1.0,0.0,02/04/2020
Philippines,3.0,1.0,1.0,02/17/2020
Philippines,3.0,1.0,1.0,02/22/2020
Belarus,1.0,0.0,0.0,03/03/2020
New Zealand,3.0,0.0,0.0,03/04/2020
Costa Rica,1.0,0.0,0.0,03/07/2020
Latvia,1.0,0.0,0.0,03/07/2020
South Africa,3.0,0.0,0.0,03/08/2020
Pakistan,6.0,0.0,1.0,03/09/2020
Latvia,8.0,0.0,1.0,03/10/2020
Nepal,1.0,0.0,1.0,03/13/2020
Germany,3675.0,7.0,46.0,03/13/2020
Greece,190.0,1.0,0.0,03/13/2020
Argentina,31.0,2.0,0.0,03/13/2020
Romania,89.0,0.0,7.0,03/13/2020
UK,1144.0,21.0,19.0,03/15/2020
Greece,331.0,4.0,8.0,03/16/2020
Bahrain,214.0,1.0,77.0,03/16/2020
Sweden,1279.0,10.0,1.0,03/18/2020
Denmark,1115.0,4.0,1.0,03/18/2020
New Zealand,39.0,0.0,0.0,03/20/2020
Mauritania,2.0,0.0,0.0,03/20/2020
Bolivia,19.0,0.0,0.0,03/21/2020
Brazil,1924.0,34.0,2.0,03/23/2020
Sri Lanka,102.0,0.0,2.0,03/24/2020
Djibouti,12.0,0.0,0.0,03/27/2020
Macau,33.0,0.0,10.0,03/27/2020
Samoa,0.0,0.0,0.0,03/29/2020
Qatar,693.0,1.0,51.0,03/30/2020
Turkey,10827.0,168.0,162.0,03/30/2020
Ireland,3235.0,71.0,5.0,03/31/2020
Israel,5717.0,21.0,210.0,03/31/2020
Iraq,728.0,52.0,182.0,04/01/2020
United Arab Emirates,814.0,8.0,61.0,04/01/2020
Vietnam,218.0,0.0,63.0,04/01/2020
Slovenia,897.0,17.0,70.0,04/02/2020
Peru,1595.0,61.0,537.0,04/03/2020
Ukraine,1072.0,27.0,22.0,04/03/2020
Barbados,52.0,0.0,0.0,04/04/2020
Nigeria,214.0,4.0,25.0,04/04/2020
Mali,74.0,7.0,22.0,04/09/2020
Denmark,6191.0,260.0,2111.0,04/11/2020
Saint Lucia,15.0,0.0,4.0,04/12/2020
Mozambique,21.0,0.0,2.0,04/13/2020
Netherlands,26710.0,2833.0,295.0,04/13/2020
Slovakia,835.0,2.0,113.0,04/14/2020
Thailand,2613.0,41.0,1405.0,04/14/2020
Cambodia,122.0,0.0,96.0,04/15/2020
Cuba,814.0,24.0,151.0,04/15/2020
Maldives,22.0,0.0,16.0,04/15/2020
Benin,35.0,1.0,18.0,04/16/2020
Cuba,862.0,27.0,171.0,04/16/2020
Oman,1180.0,6.0,176.0,04/18/2020
Argentina,2941.0,136.0,737.0,04/20/2020
Angola,24.0,2.0,6.0,04/21/2020
Trinidad and Tobago,115.0,8.0,48.0,04/24/2020
Togo,96.0,6.0,62.0,04/25/2020
Algeria,3382.0,425.0,1508.0,04/26/2020
Jamaica,364.0,7.0,29.0,04/27/2020
Dominican Republic,6972.0,301.0,1301.0,04/30/2020
Mauritius,332.0,10.0,310.0,04/30/2020
Guinea-Bissau,413.0,1.0,19.0,05/04/2020
Egypt,9400.0,525.0,2075.0,05/10/2020
Costa Rica,801.0,7.0,517.0,05/11/2020
Netherlands,43410.0,5581.0,157.0,05/13/2020
Belarus,27730.0,156.0,8807.0,05/15/2020
Gabon,1320.0,11.0,244.0,05/16/2020
Israel,16528.0,271.0,12880.0,05/16/2020
Canada,77206.0,6571.0,37832.0,05/16/2020
Philippines,12513.0,824.0,2635.0,05/17/2020
Bulgaria,2259.0,112.0,646.0,05/19/2020
Russia,317554.0,3099.0,92681.0,05/21/2020
Cameroon,4400.0,159.0,1822.0,05/22/2020
Maldives,1274.0,4.0,109.0,05/22/2020
Senegal,2909.0,33.0,1311.0,05/22/2020
Armenia,165909.0,3034.0,154535.0,01/23/2021
Latvia,61231.0,1114.0,49035.0,01/25/2021
South Africa,1423578.0,41797.0,1254674.0,01/26/2021
Kenya,100323.0,1751.0,83691.0,01/27/2021
Venezuela,124958.0,1165.0,117115.0,01/27/2021
Mauritius,569.0,10.0,528.0,01/28/2021
Tanzania,509.0,21.0,183.0,01/28/2021
Germany,2194562.0,55883.0,1915501.0,01/28/2021
Nepal,270854.0,2027.0,266048.0,01/30/2021
Holy See,27.0,0.0,15.0,01/31/2021
Italy,2553032.0,88516.0,2010548.0,01/31/2021
Monaco,1596.0,18.0,1332.0,02/04/2021
Albania,83082.0,1433.0,50219.0,02/05/2021
Thailand,23134.0,79.0,16274.0,02/05/2021
Norway,64653.0,582.0,17998.0,02/06/2021
Pakistan,555511.0,12026.0,511502.0,02/07/2021
Cabo Verde,14479.0,137.0,13901.0,02/09/2021
San Marino,3187.0,71.0,2886.0,02/09/2021
Luxembourg,52247.0,602.0,48949.0,02/10/2021
Mongolia,2351.0,2.0,1682.0,02/13/2021
Tanzania,509.0,21.0,183.0,02/13/2021
Costa Rica,199187.0,2714.0,160946.0,02/14/2021
US,2.7764087E7,488698.0,0.0,02/15/2021
Solomon Islands,18.0,0.0,14.0,02/16/2021
Austria,437874.0,8290.0,415221.0,02/17/2021
Greece,179802.0,6297.0,93764.0,02/21/2021
Lebanon,355073.0,4340.0,268071.0,02/21/2021
Moldova,176752.0,3780.0,161893.0,02/21/2021
Montenegro,71995.0,950.0,62825.0,02/21/2021
Sao Tome and Principe,1610.0,21.0,1248.0,02/21/2021
Morocco,481709.0,8574.0,466105.0,02/23/2021
Uganda,40243.0,333.0,14615.0,02/23/2021
Armenia,171227.0,3179.0,162984.0,02/25/2021
Namibia,38206.0,416.0,35788.0,02/25/2021
South Korea,88922.0,1585.0,79880.0,02/25/2021
Trinidad and Tobago,7697.0,139.0,7436.0,02/25/2021
Lesotho,10521.0,305.0,3888.0,03/03/2021
Hungary,452547.0,15619.0,331557.0,03/05/2021
Niger,4822.0,177.0,4405.0,03/07/2021
Brazil,1.1122429E7,268370.0,9878566.0,03/09/2021
Liberia,2026.0,85.0,1898.0,03/10/2021
San Marino,4062.0,77.0,3511.0,03/11/2021
South Africa,1528414.0,51261.0,1452988.0,03/13/2021
Maldives,21666.0,64.0,19245.0,03/15/2021
Slovenia,201497.0,3941.0,187112.0,03/16/2021
Brazil,1.1603535E7,282127.0,1.0261154E7,03/16/2021
Uganda,40651.0,334.0,15133.0,03/19/2021
Sweden,744272.0,13262.0,0.0,03/19/2021
Argentina,2241739.0,54517.0,2023664.0,03/20/2021
Ecuador,312598.0,16451.0,271847.0,03/21/2021
Trinidad and Tobago,7855.0,140.0,7561.0,03/21/2021
Malaysia,334156.0,1238.0,318784.0,03/22/2021
Togo,9147.0,105.0,7341.0,03/24/2021
Serbia,571895.0,5075.0,0.0,03/25/2021
Syria,18046.0,1206.0,12022.0,03/25/2021
Sao Tome and Principe,2221.0,34.0,2082.0,03/30/2021
Switzerland,598713.0,10322.0,317600.0,03/30/2021
Equatorial Guinea,7008.0,103.0,6635.0,04/02/2021
Qatar,181678.0,298.0,165003.0,04/02/2021
Tajikistan,13308.0,90.0,13218.0,04/02/2021
Timor-Leste,677.0,0.0,216.0,04/02/2021
Italy,3629000.0,110328.0,2953377.0,04/02/2021
Somalia,11783.0,557.0,4967.0,04/04/2021
Venezuela,166123.0,1662.0,150374.0,04/04/2021
Burundi,2964.0,6.0,773.0,04/05/2021
Ghana,91009.0,752.0,88810.0,04/07/2021
Romania,993613.0,24733.0,890528.0,04/08/2021
Romania,998555.0,24867.0,896573.0,04/09/2021
Sierra Leone,4005.0,79.0,2831.0,04/11/2021
Nepal,280984.0,3058.0,274318.0,04/13/2021
Norway,106224.0,707.0,17998.0,04/15/2021
Ireland,242819.0,4831.0,23364.0,04/16/2021
Sweden,900138.0,13788.0,0.0,04/17/2021
Niger,5131.0,190.0,4779.0,04/19/2021
Bulgaria,392913.0,15618.0,318208.0,04/21/2021
Cyprus,58865.0,295.0,39061.0,04/21/2021
Indonesia,1620569.0,44007.0,1475456.0,04/21/2021
Jamaica,44337.0,744.0,20070.0,04/21/2021
Zambia,91119.0,1238.0,88956.0,04/21/2021
Saint Vincent and the Grenadines,1827.0,10.0,1703.0,04/23/2021
Cameroon,65998.0,991.0,35261.0,04/24/2021
Diamond Princess,712.0,13.0,699.0,04/24/2021
Bahamas,10050.0,196.0,9262.0,04/25/2021
Indonesia,1641194.0,44594.0,1496126.0,04/25/2021
Kazakhstan,361575.0,3315.0,314681.0,04/25/2021
Afghanistan,59015.0,2592.0,52520.0,04/26/2021
Bhutan,1026.0,1.0,938.0,04/26/2021
Dominica,173.0,0.0,171.0,04/26/2021
Liberia,2098.0,85.0,1942.0,04/26/2021
Equatorial Guinea,7559.0,107.0,7097.0,04/27/2021
Niger,5220.0,191.0,4843.0,04/27/2021
Turkey,4820591.0,40131.0,4323897.0,04/30/2021
Liberia,2099.0,85.0,1949.0,05/02/2021
Sierra Leone,4062.0,79.0,3078.0,05/02/2021
France,3.0,0.0,0.0,01/26/2020
Sri Lanka,1.0,0.0,0.0,02/02/2020
France,11.0,0.0,0.0,02/08/2020
China,0.0,0.0,0.0,02/22/2020
Germany,27.0,0.0,15.0,02/26/2020
Portugal,2.0,0.0,0.0,03/03/2020
Saudi Arabia,1.0,0.0,0.0,03/03/2020
Canada,33.0,0.0,6.0,03/04/2020
Latvia,6.0,0.0,0.0,03/09/2020
Sweden,355.0,0.0,1.0,03/10/2020
Cyprus,14.0,0.0,0.0,03/13/2020
Sudan,1.0,1.0,0.0,03/15/2020
Central African Republic,1.0,0.0,0.0,03/18/2020
South Korea,8652.0,94.0,1540.0,03/20/2020
Netherlands,3003.0,107.0,2.0,03/20/2020
Kazakhstan,53.0,0.0,0.0,03/21/2020
Malta,90.0,0.0,2.0,03/22/2020
Bangladesh,39.0,5.0,7.0,03/25/2020
Papua New Guinea,1.0,0.0,0.0,03/27/2020
Azerbaijan,209.0,4.0,15.0,03/29/2020
Costa Rica,330.0,2.0,4.0,03/30/2020
Mexico,993.0,20.0,35.0,03/30/2020
Saint Lucia,13.0,0.0,1.0,03/31/2020
Saudi Arabia,1563.0,10.0,165.0,03/31/2020
Uganda,44.0,0.0,0.0,04/01/2020
Mauritius,186.0,7.0,0.0,04/03/2020
Cuba,320.0,8.0,15.0,04/05/2020
Congo (Kinshasa),161.0,18.0,5.0,04/06/2020
Luxembourg,2843.0,41.0,500.0,04/06/2020
Paraguay,119.0,5.0,15.0,04/08/2020
Austria,13945.0,350.0,6987.0,04/12/2020
MS Zaandam,9.0,2.0,0.0,04/12/2020
Gabon,57.0,1.0,1.0,04/14/2020
El Salvador,218.0,7.0,46.0,04/20/2020
Macau,45.0,0.0,22.0,04/20/2020
Peru,17837.0,484.0,6982.0,04/21/2020
Burundi,11.0,1.0,4.0,04/22/2020
Botswana,22.0,1.0,0.0,04/23/2020
Gambia,10.0,1.0,2.0,04/23/2020
Tanzania,299.0,10.0,48.0,04/24/2020
Liberia,120.0,11.0,25.0,04/25/2020
Saint Vincent and the Grenadines,14.0,0.0,5.0,04/25/2020
Canada,45493.0,3195.0,16013.0,04/25/2020
Burundi,11.0,1.0,4.0,04/26/2020
Panama,5779.0,165.0,338.0,04/26/2020
Saudi Arabia,18811.0,144.0,2531.0,04/27/2020
